as_of,ticker,name,sector,industry,currency,quote_type,price,market_cap,shares_outstanding,pe_trailing,pe_forward,pbv,eps_ttm,book_value_per_share,roe,roa,profit_margin,operating_margin,earnings_growth,revenue_growth,debt_to_equity,current_ratio,free_cashflow,total_cash,total_debt,dividend_yield,payout_ratio,five_year_avg_dividend_yield,provider,provider_version,schema_version
2026-09-22,AADI,PT Adaro Andalan Indonesia Tbk,Energy,Thermal Coal,IDR,EQUITY,11250.0,87602535333888,7786891760,6.1226,93547.31,26285.047,1837.44,0.43,0.23297,0.1111,0.15923,0.30947,0.421,0.216,25.672,2.593,-444173376,1231058048,1010001024,8.63,0.5636,,yfinance,0.2.65,1
2026-09-22,ABDA,PT Asuransi Bina Dana Arta Tbk,Financial Services,Insurance - Property & Casualty,IDR,EQUITY,4980.0,3091617021952,35373600,27.2131,,1.7184,183.0,2898.08,0.06635,0.02929,0.11125,0.24666,0.185,-0.153,,2.272,438421618688,2158926233600,0,,0.0,1.39,yfinance,0.2.65,1
2026-09-22,ABMM,PT ABM Investama Tbk,Energy,Thermal Coal,IDR,EQUITY,2720.0,7488608927744,2753165000,5.173,,8421.053,525.81,0.32,0.09491,0.01878,0.07928,0.01975,2.965,0.104,103.092,1.138,41414928,214179648,922343232,3.54,0.1819,,yfinance,0.2.65,1
2026-09-22,ACES,PT Aspirasi Hidup Indonesia Tbk,Consumer Cyclical,Specialty Retail,IDR,EQUITY,340.0,5820932685824,17120389700,7.6182,5.9182,0.9147,44.63,371.73,0.1212,0.06339,0.086,0.07775,0.499,0.025,15.331,4.945,647378763776,2014863163392,988865888256,9.25,0.7171,4.97,yfinance,0.2.65,1
2026-09-22,ADMF,PT Adira Dinamika Multi Finance Tbk,Financial Services,Credit Services,IDR,EQUITY,8725.0,10696735588352,1225986955,5.818,,0.6914,1499.65,12619.61,0.13755,0.05296,0.23286,0.37329,0.205,0.278,126.491,4.965,,1775217016832,19570062524416,7.18,0.42,7.63,yfinance,0.2.65,1
2026-09-22,ADMR,PT Alamtri Minerals Indonesia Tbk,Basic Materials,Coking Coal,IDR,EQUITY,1520.0,62141142925312,40882331500,11.408,8.831,40000.0,133.24,0.04,0.17246,0.07883,0.27397,0.45138,0.153,0.297,103.461,1.583,-418899680,515036000,1849373952,3.3,0.3888,,yfinance,0.2.65,1
2026-09-22,ADRO,PT Alamtri Resources Indonesia Tbk,Energy,Thermal Coal,IDR,EQUITY,2610.0,75169284489216,28800494200,7.3124,5.0546,16312.5,356.93,0.16,0.12338,0.06007,0.28888,0.42203,0.891,0.11,37.824,2.918,-271952000,1587927040,1939388032,9.03,0.7693,13.19,yfinance,0.2.65,1
2026-09-22,AGII,PT Samator Indo Gas Tbk,Basic Materials,Chemicals,IDR,EQUITY,3570.0,10947976495104,3066660000,108.3789,55.7812,2.8916,32.94,1234.62,0.02765,0.03296,0.03221,0.13495,1.02,0.099,101.357,1.815,122480377856,628080967680,3926151921664,0.32,0.3461,0.45,yfinance,0.2.65,1
2026-09-22,AGRO,PT Bank Raya Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,141.0,1541122949120,10929949922,,74.2105,1.1929,-21.04,118.2,-0.16188,-0.03956,-1.48894,0.03091,-0.676,0.126,,,,546990620672,1580391071744,,0.0,0.7,yfinance,0.2.65,1
2026-09-22,AGRS,PT Bank IBK Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,58.0,2776134320128,47864384874,10.302,,0.469,5.63,123.67,0.03757,0.00927,0.31587,0.56507,0.752,0.274,,,,1857173979136,6864804773888,,0.0,,yfinance,0.2.65,1
2026-09-22,AISA,PT FKS Food Sejahtera Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,125.0,475715010560,135000000,13.2696,,0.9799,9.42,127.56,0.07702,0.03158,0.04265,0.05297,2.662,0.161,21.452,0.953,236673499136,155863007232,254525997056,,0.0,,yfinance,0.2.65,1
2026-09-22,AKRA,PT AKR Corporindo Tbk,Energy,Oil & Gas Refining & Marketing,IDR,EQUITY,1470.0,29105659576320,19799769600,10.6684,10.4174,2.2461,137.79,654.47,0.19525,0.05786,0.04912,0.04878,0.253,0.604,33.327,1.326,7629777141760,8866238562304,5454476869632,6.87,0.726,6.14,yfinance,0.2.65,1
2026-09-22,ALDO,PT Alkindo Naratama Tbk,Basic Materials,Paper & Paper Products,IDR,EQUITY,950.0,2560481034240,2695243344,28.4516,,2.3095,33.39,411.35,0.08463,0.05106,0.03896,0.11734,,0.271,57.506,1.241,-4041495296,75686625280,642131886080,0.05,0.015,0.13,yfinance,0.2.65,1
2026-09-22,ALII,PT Ancara Logistics Indonesia Tbk,Industrials,Marine Shipping,IDR,EQUITY,720.0,11394576547840,15825800000,26.4026,,5.3161,27.27,135.44,0.2293,0.07955,0.42936,0.40903,0.559,0.107,17.595,1.624,109443686400,58599448576,399016198144,1.77,0.4769,,yfinance,0.2.65,1
2026-09-22,AMAG,PT Asuransi Multi Artha Guna Tbk,Financial Services,Insurance - Property & Casualty,IDR,EQUITY,386.0,1909058174976,4945746416,8.6065,,0.8935,44.85,431.99,0.09586,0.02093,0.06072,-1.87448,2.336,,,0.984,,909779009536,0,7.77,0.6687,10.36,yfinance,0.2.65,1
2026-09-22,AMAR,PT Bank Amar Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,230.0,4143145025536,18013673305,14.375,,1.2051,16.0,190.86,0.08085,0.04515,0.27776,0.32568,0.427,0.258,,,,920205000704,10337000448,4.89,0.6781,,yfinance,0.2.65,1
2026-09-22,AMFG,PT Asahimas Flat Glass Tbk,Basic Materials,Building Materials,IDR,EQUITY,3270.0,1419179982848,434000000,12.5764,,0.2967,260.01,11022.24,0.0242,0.02083,0.02098,0.08004,74.492,0.213,26.366,1.732,164317118464,31044999168,1261237960704,2.49,0.3077,1.05,yfinance,0.2.65,1
2026-09-22,AMMN,PT Amman Mineral Internasional Tbk,Basic Materials,Other Precious Metals & Mining,IDR,EQUITY,4740.0,343234828042240,72412413856,32.919,13.554,62368.42,143.99,0.08,0.10484,0.05285,0.20658,0.38917,,379.373,116.552,2.622,-1094615168,814571008,6505062912,,0.0,,yfinance,0.2.65,1
2026-09-22,AMRT,PT Sumber Alfaria Trijaya Tbk,Consumer Defensive,Grocery Stores,IDR,EQUITY,1300.0,53419385552896,41091832700,15.1163,10.8787,3.001,86.0,433.19,0.20027,0.07356,0.02714,0.03754,0.056,0.054,14.109,1.036,4332869648384,4097782054912,2703086059520,3.16,0.4824,1.23,yfinance,0.2.65,1
2026-09-22,ANJT,PT Austindo Nusantara Jaya Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,1580.0,5299596427264,3354175000,,,1.2464,-140.27,1267.62,-0.09622,0.08276,-0.17794,0.26123,0.497,0.339,49.173,2.491,356696227840,1604370432000,2094705541120,,0.0,,yfinance,0.2.65,1
2026-09-22,ANTM,PT Antam (Persero) Tbk,Basic Materials,Gold,IDR,EQUITY,3170.0,76177528061952,24030764724,8.5599,22.3696,2.0439,370.33,1550.93,0.26827,0.11491,0.10076,0.11577,0.162,0.016,15.598,1.991,-1307682668544,9949073637376,6010030784512,6.48,0.5669,3.24,yfinance,0.2.65,1
2026-09-22,APIC,PT Pacific Strategic Financial Tbk,Financial Services,Insurance - Life,IDR,EQUITY,400.0,4706525511680,140023750,45.3515,,1.4519,8.82,275.5,0.0367,0.01447,0.05758,0.08155,0.048,-0.02,51.711,0.799,,308554825728,1729423867904,,0.0,,yfinance,0.2.65,1
2026-09-22,APLN,PT Agung Podomoro Land Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,119.0,2701219856384,22699326779,6.648,1.8805,0.2304,17.9,516.53,0.06098,0.02632,0.07338,0.08333,,-0.07,37.324,1.969,-102425993216,1126866878464,5143056089088,,0.0,,yfinance,0.2.65,1
2026-09-22,ARCI,PT Archi Indonesia Tbk,Basic Materials,Gold,IDR,EQUITY,1320.0,33310199775232,25235000000,12.6195,157517.9,82499.99,104.6,0.02,0.41328,0.17194,0.23575,0.4769,1.054,0.824,118.826,1.008,3704010,22920612,491512256,3.01,0.3971,,yfinance,0.2.65,1
2026-09-22,ARGO,PT Argo Pantes Tbk,Consumer Cyclical,Textile Manufacturing,IDR,EQUITY,1220.0,3872693682176,3174339029,148.0583,,24.2738,8.24,50.26,0.17829,0.01345,0.23837,0.19638,,-0.07,506.29,0.517,9362154496,72465375232,807754858496,,0.0,,yfinance,0.2.65,1
2026-09-22,ARII,PT Atlas Resources Tbk,Energy,Thermal Coal,IDR,EQUITY,316.0,1185000062976,3750000000,13.8962,,15047.619,22.74,0.02,0.13053,0.02634,0.01005,0.04839,,1.004,83.264,0.804,-36813876,21385000,75462000,,0.0,,yfinance,0.2.65,1
2026-09-22,ARKO,PT Arkora Hydro Tbk,Utilities,Utilities - Renewable,IDR,EQUITY,3930.0,11508985626624,2928495000,177.9085,,20.8605,22.09,188.39,0.12229,0.00422,0.19075,0.19008,0.228,-0.091,191.995,0.585,-114738528256,67227111424,1061418303488,,0.0,,yfinance,0.2.65,1
2026-09-22,ARNA,PT Arwana Citramulia Tbk,Industrials,Building Products & Equipment,IDR,EQUITY,498.0,3500928663552,7029976876,8.4321,7.3042,1.9265,59.06,258.5,0.23679,0.13093,0.13803,0.2106,0.449,0.226,0.778,1.637,306816745472,125038477312,14153475072,8.82,0.7619,6.46,yfinance,0.2.65,1
2026-09-22,ARTO,PT Bank Jago Tbk,Financial Services,Banks - Regional,IDR,EQUITY,875.0,12128664682496,13861330900,36.6109,32.0748,1.3437,23.9,651.2,0.03824,0.00916,0.14622,0.20924,0.555,0.279,,,,3425051869184,3676479946752,,0.0,,yfinance,0.2.65,1
2026-09-22,ASGR,PT Astra Graphia Tbk,Industrials,Specialty Business Services,IDR,EQUITY,2090.0,2818951348224,1348780500,9.31,,1.4486,224.49,1442.77,0.15494,0.06575,0.10025,0.08496,0.167,-0.01,1.304,2.676,470810361856,1676344950784,25366999040,11.48,1.0734,5.11,yfinance,0.2.65,1
2026-09-22,ASII,PT Astra International Tbk,Industrials,Conglomerates,IDR,EQUITY,4790.0,191616291700736,39920061040,6.4876,6.2511,0.8329,739.87,5763.22,0.11983,0.0435,0.09354,0.10734,-0.212,-0.003,41.125,1.187,16600374706176,47647998083072,119198000873472,8.09,0.527,7.46,yfinance,0.2.65,1
2026-09-22,ASLI,PT Asri Karya Lestari Tbk,Industrials,Engineering & Construction,IDR,EQUITY,406.0,2537499918336,6250000000,,,6.9689,-39.35,58.26,-0.24982,-0.11698,-1.10878,-0.0691,,0.911,5.792,1.759,82320113664,3145190912,21089519616,,0.0,,yfinance,0.2.65,1
2026-09-22,ASRI,PT Alam Sutera Realty Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,121.0,2377578708992,19649411888,8.3564,7.9605,0.2065,14.48,585.86,0.02503,0.02734,0.0906,0.24676,,0.22,51.402,0.766,1129199960064,880137994240,5982703321088,1.2,0.1037,1.53,yfinance,0.2.65,1
2026-09-22,ASSA,PT Adi Sarana Armada Tbk,Industrials,Rental & Leasing Services,IDR,EQUITY,590.0,2177771110400,3691137517,5.2669,14.4043,0.9632,112.02,612.51,0.18163,0.0711,0.06649,0.15285,-0.01,0.052,129.162,0.986,928169590784,1203537575936,4385387577344,8.33,0.4464,3.57,yfinance,0.2.65,1
2026-09-22,ATIC,PT Anabatic Technologies Tbk,Technology,Information Technology Services,IDR,EQUITY,450.0,1302390767616,2894201693,7.1793,,1.6712,62.68,269.27,0.37083,0.06414,0.01549,0.05116,-0.751,0.487,285.562,1.002,-319544229888,691897761792,2182594297856,,0.0,,yfinance,0.2.65,1
2026-09-22,AUTO,PT Astra Otoparts Tbk,Consumer Cyclical,Auto Parts,IDR,EQUITY,3370.0,16242499911680,4819733000,6.7249,8.1407,1.0157,501.12,3317.76,0.15295,0.03424,0.11416,0.05082,0.367,0.193,3.433,2.025,276793884672,4296373960704,590362968064,6.8,0.4571,6.05,yfinance,0.2.65,1
2026-09-22,AVIA,PT Avia Avian Tbk,Basic Materials,Specialty Chemicals,IDR,EQUITY,336.0,19858794217472,59103555600,10.464,11.7155,2.0659,32.11,162.64,0.19882,0.12447,0.21604,0.24805,0.343,0.197,0.242,4.951,1505955020800,4399354085376,23235999744,6.8,0.7163,,yfinance,0.2.65,1
2026-09-22,BABP,PT Bank MNC Internasional Tbk,Financial Services,Banks - Regional,IDR,EQUITY,50.0,2222949662720,44458997354,26.8817,,0.5864,1.86,85.27,0.02185,0.00383,0.12578,0.16133,0.229,0.07,,,,793518014464,1775229992960,,0.0,,yfinance,0.2.65,1
2026-09-22,BACA,PT Bank Capital Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,116.0,2314550902784,19953024885,16.2238,,0.3399,7.15,341.32,0.02117,0.00585,0.11407,0.13794,0.633,-0.007,,,,577965981696,3785434071040,,0.0,,yfinance,0.2.65,1
2026-09-22,BALI,PT Bali Towerindo Sentra Tbk,Communication Services,Telecom Services,IDR,EQUITY,1315.0,5173989081088,3934592500,28.9265,,2.1282,45.46,617.89,0.0729,0.05363,0.14436,0.43024,-0.15,-0.006,145.138,0.629,150342254592,343866507264,3528460599296,2.3,0.6599,3.23,yfinance,0.2.65,1
2026-09-22,BANK,PT Bank Aladin Syariah Tbk,Financial Services,Banks - Regional,IDR,EQUITY,240.0,3381535440896,14089731085,42.9338,-200.0,1.0222,5.59,234.8,0.03334,0.00856,0.1543,0.08146,-0.727,0.007,,,,80926998528,1008579969024,,0.0,,yfinance,0.2.65,1
2026-09-22,BBCA,PT Bank Central Asia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,6225.0,764904617279488,122876240600,13.1925,12.9021,2.8276,471.86,2201.51,0.21818,0.03671,0.53118,0.66751,0.004,0.025,,,,78018609414144,52021302394880,6.12,0.7542,2.83,yfinance,0.2.65,1
2026-09-22,BBHI,PT Allo Bank Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,880.0,19015831388160,21608897742,32.3767,,2.5907,27.18,339.68,0.07946,0.03906,0.35933,0.42591,0.138,0.147,,,,2193405378560,1522530385920,1.48,0.4891,,yfinance,0.2.65,1
2026-09-22,BBKP,PT Bank KB Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,50.0,9394376933376,187866201892,,0.3635,1.1642,-1.17,42.95,-0.02667,-0.00255,-0.34566,0.12028,-0.97,-0.124,,,,13026158706688,27700871823360,,0.0,5.04,yfinance,0.2.65,1
2026-09-22,BBLD,PT Buana Finance Tbk,Financial Services,Credit Services,IDR,EQUITY,660.0,1086225448960,1645796054,328.3582,,0.7608,2.01,867.53,0.00236,0.00046,0.00823,-0.05271,-0.507,-0.028,426.902,2.538,,687916974080,6095215001600,0.38,1.2315,1.76,yfinance,0.2.65,1
2026-09-22,BBMD,PT Bank Mestika Dharma Tbk,Financial Services,Banks - Regional,IDR,EQUITY,2000.0,8058249412608,4029124600,26.7845,,1.5047,74.67,1329.14,0.05636,0.0185,0.33639,0.36233,-0.185,-0.087,,,,435384844288,46983487488,1.12,0.2989,1.66,yfinance,0.2.65,1
2026-09-22,BBNI,PT Bank Negara Indonesia (Persero) Tbk,Financial Services,Banks - Regional,IDR,EQUITY,3570.0,132873453568000,354899856,6.433,5.2924,0.8092,554.95,4411.86,0.1245,0.01559,0.39862,0.42649,0.082,0.098,,,,171659105402880,121734296502272,9.65,0.6296,5.02,yfinance,0.2.65,1
2026-09-22,BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,Financial Services,Banks - Regional,IDR,EQUITY,3210.0,483345519607808,150574927703,7.8891,7.2923,1.5025,406.89,2136.41,0.18988,0.02771,0.41705,0.41943,0.214,0.04,,,,124656375824384,340397700153344,12.67,0.8501,6.49,yfinance,0.2.65,1
2026-09-22,BBRM,PT Pelayaran Nasional Bina Buana Raya Tbk,Industrials,Marine Shipping,IDR,EQUITY,116.0,983620911104,3578050832,8.4425,,19333.334,13.74,0.01,0.149,0.07248,0.48273,0.46458,0.189,-0.021,15.04,10.277,-4570058,13638932,7110626,,0.0,,yfinance,0.2.65,1
2026-09-22,BBSI,PT Krom Bank Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,4520.0,16609748975616,3674723301,94.3436,,4.6586,47.91,970.24,0.05492,0.01512,0.28043,0.29538,0.343,0.986,,,,1242670039040,6870605824,,0.0,,yfinance,0.2.65,1
2026-09-22,BBTN,PT Bank Tabungan Negara (Persero) Tbk,Financial Services,Banks - Regional,IDR,EQUITY,1130.0,15858922422272,14034444412,3.7919,3.9776,0.4223,298.0,2676.11,0.11742,0.00815,0.23924,0.47966,0.598,0.247,,,,22619380252672,67543821713408,3.98,0.0,1.62,yfinance,0.2.65,1
2026-09-22,BBYB,PT Bank Neo Commerce Tbk,Financial Services,Banks - Regional,IDR,EQUITY,222.0,2963806879744,13350482346,5.072,3.3298,0.6706,43.77,331.04,0.14067,0.03301,0.40412,0.4427,0.438,0.117,,,,1570731065344,206364999680,,0.0,,yfinance,0.2.65,1
2026-09-22,BCAP,PT MNC Kapital Indonesia Tbk,Financial Services,Financial Conglomerates,IDR,EQUITY,50.0,2130942623744,42618850927,7.3746,,0.4697,6.78,106.46,0.05365,0.01007,0.11472,0.16424,0.268,0.072,68.481,3.364,,4670194974720,3677778083840,,0.0,0.39,yfinance,0.2.65,1
2026-09-22,BCIC,PT Bank JTrust Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,134.0,2426729398272,283501,,,0.6189,-42.15,216.5,-0.11706,-0.01151,-0.59315,0.21827,1.19,0.101,,,,4146674008064,459482988544,,,,yfinance,0.2.65,1
2026-09-22,BDMN,PT Bank Danamon Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,4440.0,43394575368192,22400000,9.5116,12.4937,0.7989,466.8,5557.8,0.08745,0.01804,0.22813,0.30653,0.313,0.133,,,,19192178802688,40541307797504,3.2,0.3045,3.58,yfinance,0.2.65,1
2026-09-22,BEEF,PT Estika Tata Tiara Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,450.0,3654112247808,8120249598,47.1204,,9.6564,9.55,46.6,0.21979,0.05607,0.01442,0.02812,-0.963,0.018,385.076,1.0,-742666010624,19221577728,1427396493312,,0.0,,yfinance,0.2.65,1
2026-09-22,BEKS,"PT. Bank Pembangunan Daerah Banten, Tbk",Financial Services,Banks - Regional,IDR,EQUITY,22.0,141040746496,1075511715,16.9231,,0.5977,1.3,36.81,,,0.16399,0.26904,5.546,0.725,,,,765716987904,94844002304,,0.0,,yfinance,0.2.65,1
2026-09-22,BELI,PT Global Digital Niaga Tbk,Consumer Cyclical,Internet Retail,IDR,EQUITY,284.0,38970192822272,137218985689,,,4.2595,-13.01,66.67,-0.18418,-0.04726,-0.06298,-0.04128,,0.427,39.66,1.244,-457142861824,3057000120320,3702771941376,,0.0,,yfinance,0.2.65,1
2026-09-22,BESS,PT Batulicin Nusantara Maritim Tbk,Industrials,Marine Shipping,IDR,EQUITY,885.0,3044803084288,3440455528,274.8447,,4.7613,3.22,185.87,0.01737,0.01063,0.03902,-0.3287,,-0.251,1.573,7.103,26596081664,157465001984,10057254912,0.47,1.3415,,yfinance,0.2.65,1
2026-09-22,BEST,PT Bekasi Fajar Industrial Estate Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,118.0,1138382733312,9647311150,5.0064,4.403,0.2475,23.57,476.79,0.05195,0.03561,0.32658,0.53967,,4.955,23.286,7.56,336762535936,409505529856,1071187492864,,0.0,2.45,yfinance,0.2.65,1
2026-09-22,BFIN,PT BFI Finance Indonesia Tbk,Financial Services,Credit Services,IDR,EQUITY,945.0,13938167119872,14749383620,8.7484,8.4753,1.2735,108.02,742.06,0.15359,0.06541,0.36097,0.48012,0.35,0.157,118.348,2.994,,1579776999424,12953463029760,7.37,0.6481,4.93,yfinance,0.2.65,1
2026-09-22,BGTG,PT Bank Ganesha Tbk,Financial Services,Banks - Regional,IDR,EQUITY,113.0,2708722679808,23970997103,11.6856,,0.72,9.67,156.94,0.0637,0.02296,0.42218,0.58224,0.041,0.017,,,,707266019328,3529999872,,0.0,,yfinance,0.2.65,1
2026-09-22,BHIT,PT MNC Asia Holding Tbk,Communication Services,Entertainment,IDR,EQUITY,24.0,2005025947648,83542741759,5.3097,,0.1218,4.52,197.08,0.02778,0.01964,0.02717,0.10806,,-0.076,24.8,1.121,2146088124416,10315723964416,9654585262080,,0.0,,yfinance,0.2.65,1
2026-09-22,BINA,PT Bank Ina Perdana Tbk,Financial Services,Banks - Regional,IDR,EQUITY,3980.0,24416171851776,6134716665,,,8.2177,-53.46,484.32,-0.09918,-0.01088,-1.47242,0.09214,0.164,0.092,,,,4815781888000,5009066950656,,0.0,,yfinance,0.2.65,1
2026-09-22,BIPI,PT Astrindo Nusantara Infrastruktur Tbk,Energy,Thermal Coal,IDR,EQUITY,148.0,9429108916224,60059379917,34.4186,9.3317,21142.857,4.3,0.01,0.02507,0.00966,0.08254,0.06205,,-0.319,83.923,1.219,284833248,271658272,501959104,,0.0,,yfinance,0.2.65,1
2026-09-22,BIRD,PT Blue Bird Tbk,Industrials,Railroads,IDR,EQUITY,1590.0,3978339024896,2502100000,6.4128,6.5602,0.6507,247.94,2443.39,0.10249,0.0436,0.10338,0.11583,-0.029,0.11,35.027,1.145,-645967642624,1367064051712,2181901058048,10.38,0.6694,4.82,yfinance,0.2.65,1
2026-09-22,BJBR,PT Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,Financial Services,Banks - Regional,IDR,EQUITY,760.0,7996296921088,3106729025,5.5438,3.7073,0.4946,137.09,1536.51,0.0938,0.00839,0.15541,0.2662,2.943,0.099,,,,21871617638400,43639040376832,11.18,0.6238,9.06,yfinance,0.2.65,1
2026-09-22,BJTM,PT Bank Pembangunan Daerah Jawa Timur Tbk,Financial Services,Banks - Regional,IDR,EQUITY,515.0,7732981137408,3081350100,4.9358,5.8061,0.5934,104.34,867.9,0.11266,0.01464,0.19872,0.31125,-0.167,0.496,,,,15720290189312,15104510787584,10.99,0.5425,8.02,yfinance,0.2.65,1
2026-09-22,BKDP,PT Bukit Darmo Property Tbk,Real Estate,Real Estate Services,IDR,EQUITY,170.0,1277378691072,7513992252,,,4.4038,-5.05,38.6,-0.12267,-0.0261,-1.03006,-0.93069,,-0.048,118.456,0.988,-19112325120,2663473408,343499210752,,0.0,,yfinance,0.2.65,1
2026-09-22,BKSL,PT Sentul City Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,66.0,11068787130368,357500000,12.2222,,0.7221,5.4,91.4,0.05778,0.03443,0.30004,0.3487,3.113,0.873,18.319,2.116,-1969252859904,234834968576,2945876754432,,0.0,,yfinance,0.2.65,1
2026-09-22,BKSW,PT Bank QNB Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,50.0,1757902405632,35158048365,,,0.3744,-0.85,133.56,-0.00621,-0.00224,-0.05579,0.17432,,0.107,,,,1554579980288,537725992960,,0.0,,yfinance,0.2.65,1
2026-09-22,BLES,PT Superior Prima Sukses Tbk,Basic Materials,Building Materials,IDR,EQUITY,192.0,1706919591936,8890206400,7.6586,,1.3649,25.07,140.67,0.19437,0.0981,0.12998,0.26543,13.288,0.595,42.658,1.114,104700100608,162205827072,533689434112,0.98,0.0754,,yfinance,0.2.65,1
2026-09-22,BLOG,PT Trimitra Trans Persada Tbk,Industrials,Integrated Freight & Logistics,IDR,EQUITY,360.0,1216615415808,3379487200,8.0609,,1.9398,44.66,185.59,0.29131,0.11892,0.10524,0.12632,0.425,0.175,57.023,1.429,-34231353344,129257234432,357653741568,5.77,0.4702,,yfinance,0.2.65,1
2026-09-22,BLTZ,PT Graha Layar Prima Tbk,Communication Services,Entertainment,IDR,EQUITY,2000.0,1747874349056,546709542,25.3165,,4.105,79.0,487.22,0.17559,0.06619,0.05359,-0.03649,,0.11,263.181,0.36,166756810752,133435588608,1120735985664,,0.0,,yfinance,0.2.65,1
2026-09-22,BMAS,PT Bank Kasikorn Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,505.0,9141845229568,18102662304,711.2676,,1.4063,0.71,359.11,0.00203,0.00053,0.01561,0.01742,,1.568,,,,2440744140800,7441635868672,,0.0,,yfinance,0.2.65,1
2026-09-22,BMHS,PT Bundamedik Tbk,Healthcare,Medical Care Facilities,IDR,EQUITY,200.0,1720683331584,8603416176,,,0.8859,-0.2,225.75,0.00087,0.0147,-0.00067,0.04351,,0.047,62.88,1.713,-131553402880,842313629696,1497645711360,0.52,0.6311,,yfinance,0.2.65,1
2026-09-22,BMRI,PT Bank Mandiri (Persero) Tbk,Financial Services,Banks - Regional,IDR,EQUITY,4190.0,391066670858240,93333333331,6.2783,6.3152,1.3741,667.38,3049.22,0.22379,0.02623,0.43378,0.60428,0.336,-0.054,,,,207942536134656,351984884383744,12.93,0.7147,5.65,yfinance,0.2.65,1
2026-09-22,BMTR,PT Global Mediacom Tbk,Communication Services,Entertainment,IDR,EQUITY,108.0,1766071336960,16352512086,2.728,1.4575,0.1099,39.59,982.38,0.03246,0.02475,0.07247,0.06592,,-0.126,19.848,4.009,-247994007552,2878266933248,5661678108672,,0.0,1.34,yfinance,0.2.65,1
2026-09-22,BNBA,PT Bank Bumi Arta Tbk,Financial Services,Banks - Regional,IDR,EQUITY,780.0,2642640109568,3388000000,143.3824,,0.8116,5.44,961.06,0.00569,0.00219,0.05954,0.25007,,0.265,,,,912318332928,34284163072,,0.0,3.33,yfinance,0.2.65,1
2026-09-22,BNBR,PT Bakrie & Brothers Tbk,Industrials,Conglomerates,IDR,EQUITY,83.0,38572765741056,263336671587,67.4797,,3.8796,1.23,21.39,0.05112,0.00927,0.04677,0.04754,,0.769,380.962,1.184,-717370753024,1432619974656,17265110024192,,0.0,,yfinance,0.2.65,1
2026-09-22,BNGA,PT Bank CIMB Niaga Tbk,Financial Services,Banks - Regional,IDR,EQUITY,1740.0,43746854961152,71853936,6.3799,6.1501,0.7796,272.73,2231.78,0.12457,0.01854,0.38168,0.471,0.013,-0.001,,,,44192889831424,36941521223680,9.22,0.5931,7.55,yfinance,0.2.65,1
2026-09-22,BNII,PT Bank Maybank Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,191.0,14557102735360,388146231,8.1799,,0.4604,23.35,414.87,0.05729,0.00917,0.20523,0.22616,0.997,0.093,,,,22298964787200,44860769828864,3.96,0.326,3.09,yfinance,0.2.65,1
2026-09-22,BNLI,PT Bank Permata Tbk,Financial Services,Banks - Regional,IDR,EQUITY,2090.0,75618939043840,26880234,20.4922,,1.6748,101.99,1247.88,0.08252,0.01364,0.3325,0.39851,-0.067,-0.001,,,,26929258299392,24131733028864,1.67,0.3431,,yfinance,0.2.65,1
2026-09-22,BOLA,PT Bali Bintang Sejahtera Tbk,Communication Services,Entertainment,IDR,EQUITY,173.0,1037999996928,6000000000,,,1.7853,-7.21,96.9,-0.06465,-0.01918,-0.11709,-0.40182,,-0.042,1.783,4.076,15854496768,200316469248,11546985472,,0.0,,yfinance,0.2.65,1
2026-09-22,BOLT,PT Garuda Metalindo Tbk,Industrials,Tools & Accessories,IDR,EQUITY,820.0,1921874919424,2343750000,12.8648,,2.2766,63.74,360.19,0.15683,0.088,0.08029,0.11626,-0.039,0.03,35.739,1.565,82530844672,44035297280,359578992640,6.02,0.7844,,yfinance,0.2.65,1
2026-09-22,BPII,PT Batavia Prosperindo Internasional Tbk,Financial Services,Asset Management,IDR,EQUITY,458.0,4526942191616,9884153240,52.3429,,3.2015,8.75,143.06,0.04819,0.01613,0.06903,0.08729,-0.511,0.143,80.317,1.004,,383612485632,1487910469632,1.35,0.7986,,yfinance,0.2.65,1
